reseller_id,name,phone,signup_date,state,city_tier,age_group,primary_category,monthly_gmv,monthly_orders,avg_order_value,return_rate,support_tickets,whatsapp_active,tenure_days,days_since_last_order,churn_label
MSH043064,Varenya Thakur,03552802352,2022-02-17,Rajasthan,2,45+,Fashion,10488.7,16,655.54,0.1934,2,1,682,14,0
MSH043065,Girish Morar,06940540431,2022-12-21,Karnataka,3,36-45,Home Decor,13138.16,14,938.44,0.2474,5,1,375,314,1
MSH043066,Vamakshi Krishnan,9787858930,2022-08-22,Bihar,1,18-25,Fashion,14455.1,11,1314.1,0.0649,1,0,496,17,0
MSH043067,Aachal Dhaliwal,+910386521562,2023-03-13,Odisha,3,26-35,Fashion,19870.09,25,794.8,0.1891,1,1,293,2,0
MSH043068,Ira Doshi,9282833993,2022-03-31,Karnataka,2,18-25,Kitchen,22322.69,31,720.09,0.2646,2,1,640,14,0
MSH043069,Vasana Munshi,+915730598403,2023-01-04,Rajasthan,2,26-35,Fashion,10928.1,13,840.62,0.4509,0,0,361,262,1
MSH043070,Onveer Narula,+917858260401,2022-06-18,Tamil Nadu,3,36-45,Fashion,2522.56,5,504.51,0.1483,2,0,561,1,0
MSH043071,Harrison Ganesh,05844676240,2022-12-29,Gujarat,3,18-25,Home Decor,9550.97,7,1364.42,0.3439,1,1,367,157,1
MSH043072,Sai Ramachandran,05482616334,2022-06-26,Maharashtra,1,26-35,Home Decor,11049.21,16,690.58,0.0649,1,1,553,10,0
MSH043073,Anusha Dutt,05350811951,2023-05-15,West Bengal,1,18-25,Fashion,45708.78,53,862.43,0.1755,0,0,230,14,0
MSH043074,Vasana Khalsa,6019479879,2022-05-13,Uttar Pradesh,2,26-35,Electronics,6578.77,8,822.35,0.3071,0,1,597,16,0
MSH043075,Reva Joshi,+913750959320,2022-06-21,Bihar,3,26-35,Home Decor,16814.58,32,525.46,0.2122,1,0,558,15,0
MSH043076,Vrinda Bhakta,2814803564,2023-06-14,Uttar Pradesh,3,18-25,Fashion,10942.14,8,1367.77,0.1998,3,0,200,24,0
MSH043077,Baljiwan Pillai,07359426216,2023-03-17,Gujarat,3,26-35,Beauty,10338.7,15,689.25,0.3988,3,1,289,2,0
MSH043078,Manthan Acharya,0541042569,2022-04-22,Tamil Nadu,2,36-45,Home Decor,13455.85,16,840.99,0.1224,3,1,618,5,0
MSH043079,Yatan Roy,05832180625,2022-02-09,Tamil Nadu,2,26-35,Fashion,7989.35,12,665.78,0.4494,1,0,690,244,1
MSH043080,Devansh Parikh,2266279879,2022-04-12,Maharashtra,2,26-35,Fashion,49808.88,62,803.37,0.3056,0,0,628,2,0
MSH043081,Meghana Nori,+912548041432,2023-01-04,Tamil Nadu,3,26-35,Beauty,42262.57,50,845.25,0.2009,1,1,361,7,0
MSH043082,Gunbir Pai,+919108748919,2022-06-23,Madhya Pradesh,2,26-35,Beauty,47018.67,54,870.72,0.1979,0,1,556,3,0
MSH043083,Kala Ram,09565318007,2022-12-07,Maharashtra,3,26-35,Kitchen,39671.12,54,734.65,0.0735,2,1,389,0,0
MSH043084,Siya Manne,+919092820338,2022-07-15,Odisha,2,36-45,Fashion,6253.59,8,781.7,0.0991,1,0,534,307,1
MSH043085,Jeremiah Sheth,+910315388420,2022-07-01,Rajasthan,3,18-25,Kitchen,14054.24,30,468.47,0.4253,1,0,548,21,0
MSH043086,Balveer Ramesh,2159578167,2022-11-19,Rajasthan,2,45+,Kitchen,14790.97,22,672.32,0.295,1,1,407,15,0
MSH043087,Hredhaan Devan,+914979300380,2022-04-23,Rajasthan,2,45+,Fashion,9585.36,13,737.34,0.1652,1,1,617,20,0
MSH043088,Fitan Kalita,+913794207120,2022-08-23,Karnataka,2,18-25,Electronics,7819.85,8,977.48,0.2025,0,1,495,11,0
MSH043089,Janani Bawa,2837690784,2023-05-20,Maharashtra,2,26-35,Kitchen,5241.5,3,1747.17,0.2033,1,0,225,18,0
MSH043090,Teerth Varghese,+912694326036,2022-03-12,Tamil Nadu,3,36-45,Electronics,6396.04,3,2132.01,0.2015,2,1,659,13,0
MSH043091,Chandran Narula,5805420164,2022-08-07,Maharashtra,3,26-35,Home Decor,35040.27,54,648.89,0.1521,0,0,511,13,0
MSH043092,Hamsini Bansal,4315868162,2023-06-01,Gujarat,2,18-25,Beauty,19836.4,24,826.52,0.3077,4,1,213,8,0
MSH043093,Ekaraj Guha,+914646443608,2022-06-14,Odisha,2,26-35,Home Decor,11681.59,15,778.77,0.4442,1,0,565,20,0
MSH043094,Isaac Barman,01822994125,2023-05-28,Odisha,1,18-25,Home Decor,71800.34,83,865.06,0.1687,3,1,217,10,0
MSH043095,Januja Loke,6280379490,2023-01-16,Uttar Pradesh,2,36-45,Fashion,18248.17,21,868.96,0.0738,3,1,349,5,0
MSH043096,Arin Sama,8382196248,2022-07-03,Gujarat,3,26-35,Home Decor,7165.7,12,597.14,0.1461,1,1,546,16,0
MSH043097,Ridhi Sekhon,+916631983498,2023-01-04,Tamil Nadu,2,26-35,Fashion,6658.65,7,951.24,0.2503,1,1,361,1,0
MSH043098,Lipika Issac,+912721798707,2023-03-24,Madhya Pradesh,1,26-35,Fashion,16460.17,19,866.32,0.0437,1,1,282,13,0
MSH043099,Vedhika Sampath,+914219241207,2022-01-08,Rajasthan,2,26-35,Fashion,15823.86,11,1438.53,0.097,1,0,722,27,0
MSH043100,Hemani Dash,05398478995,2023-01-17,Rajasthan,3,36-45,Beauty,30555.1,38,804.08,0.0574,2,0,348,29,0
MSH043101,Adya Bala,+917439430097,2023-01-17,Bihar,3,26-35,Home Decor,5156.78,7,736.68,0.1173,1,1,348,18,0
MSH043102,Amruta Borah,00522082259,2023-03-24,Odisha,2,26-35,Fashion,10801.54,19,568.5,0.43,2,0,282,15,0
MSH043103,Anirudh Iyengar,09993729326,2022-06-03,Uttar Pradesh,3,18-25,Kitchen,23218.59,20,1160.93,0.2799,0,0,576,23,0
MSH043104,Raghav Arora,02074382937,2022-02-03,Karnataka,3,18-25,Fashion,13717.07,14,979.79,0.1116,1,1,696,19,0
MSH043105,Aadi Anne,+915735301813,2023-05-12,West Bengal,3,26-35,Fashion,18761.43,27,694.87,0.1,4,1,233,7,0
MSH043106,Aayush Deo,+912194961016,2022-01-22,Tamil Nadu,1,26-35,Home Decor,56094.21,67,837.23,0.2424,3,1,708,9,0
MSH043107,Adya Varughese,08312920224,2023-01-15,Uttar Pradesh,3,26-35,Home Decor,13708.7,15,913.91,0.2791,3,1,350,3,0
MSH043108,Niharika Dhingra,+914390507266,2022-05-28,Gujarat,3,18-25,Beauty,9507.35,10,950.74,0.191,0,1,582,25,0
MSH043109,Finn Mahal,4378755261,2022-04-09,Uttar Pradesh,1,18-25,Fashion,40027.73,51,784.86,0.024,2,0,631,241,1
MSH043110,Lajita Gera,+917955759655,2023-06-15,Madhya Pradesh,2,26-35,Fashion,16482.57,24,686.77,0.1241,1,0,199,5,0
MSH043111,Hiral Shukla,09427263908,2022-09-28,Tamil Nadu,2,18-25,Fashion,28891.05,30,963.04,0.2867,2,1,459,28,0
MSH043112,Yachana Bhalla,02943957612,2022-01-01,Odisha,1,26-35,Home Decor,23843.29,19,1254.91,0.0339,3,1,729,24,0
MSH043113,Krishna Nath,1304872969,2022-10-14,Karnataka,2,26-35,Fashion,9861.8,5,1972.36,0.1347,1,0,443,24,0
MSH043114,Udant Verma,+915834860622,2022-06-29,Rajasthan,2,18-25,Fashion,13459.63,14,961.4,0.2783,2,0,550,162,1
MSH043115,Indira Mani,+913733533282,2022-09-13,Karnataka,2,18-25,Home Decor,25445.46,33,771.07,0.0763,2,1,474,15,0
MSH043116,Aarush Chanda,+912474754227,2022-06-23,Uttar Pradesh,2,26-35,Home Decor,8313.0,7,1187.57,0.4804,3,0,556,71,1
MSH043117,Naksh Doctor,5582134870,2022-02-19,Maharashtra,2,45+,Fashion,5668.26,6,944.71,0.0348,3,1,680,20,0
MSH043118,Warjas Sankaran,+918898176484,2023-06-16,Odisha,3,26-35,Fashion,3301.17,4,825.29,0.1401,3,0,198,21,0
MSH043119,Neel Wason,01205027108,2022-07-09,West Bengal,3,26-35,Fashion,29663.31,37,801.71,0.1018,3,0,540,25,0
MSH043120,Zarna Uppal,07577107962,2022-02-12,Maharashtra,2,18-25,Beauty,7422.27,10,742.23,0.2531,2,0,687,199,1
MSH043121,Vasatika Pal,9168937277,2023-06-01,Maharashtra,3,45+,Kitchen,4749.83,8,593.73,0.1945,4,1,213,199,1
MSH043122,Noah Mani,3161799845,2022-03-07,Rajasthan,1,26-35,Fashion,9075.36,10,907.54,0.3183,1,1,664,14,0
MSH043123,Pahal Kurian,+914748354184,2023-01-31,Odisha,3,26-35,Fashion,9123.5,6,1520.58,0.4006,4,1,334,299,1
MSH043124,Chavvi Bhardwaj,+910427437647,2022-09-08,Odisha,2,45+,Fashion,52657.9,64,822.78,0.1692,3,1,479,12,0
MSH043125,Isha Saxena,4463006606,2022-05-08,Tamil Nadu,2,26-35,Fashion,22262.73,29,767.68,0.2148,2,1,602,15,0
MSH043126,Daksh Atwal,+911793871514,2022-07-07,Uttar Pradesh,3,26-35,Fashion,56499.34,55,1027.26,0.0668,0,1,542,182,1
MSH043127,Harini Dass,+912511966034,2022-07-02,Bihar,3,18-25,Beauty,9807.7,11,891.61,0.1344,1,1,547,15,0
MSH043128,Orinder Joshi,03178448026,2023-02-16,West Bengal,2,36-45,Fashion,37491.68,57,657.75,0.0207,2,1,318,19,0
MSH043129,Pavani Bobal,04950694118,2022-03-20,Madhya Pradesh,3,26-35,Fashion,7527.43,9,836.38,0.1814,1,1,651,16,0
MSH043130,Yochana Chakrabarti,+913141488444,2022-01-19,Karnataka,3,45+,Fashion,14382.85,18,799.05,0.1357,2,1,711,5,0
MSH043131,Aadhya Raj,+915918794346,2023-04-23,Odisha,2,26-35,Fashion,15275.27,20,763.76,0.2755,1,1,252,23,0
MSH043132,Urmi Sen,+915012096727,2022-02-14,Rajasthan,3,26-35,Fashion,14677.61,22,667.16,0.1771,0,1,685,180,1
MSH043133,Lakshmi Sanghvi,05657317217,2022-08-10,Karnataka,3,36-45,Home Decor,24094.86,33,730.15,0.2491,1,0,508,23,0
MSH043134,Anvi Om,02889597370,2022-05-09,Gujarat,2,26-35,Home Decor,15076.14,20,753.81,0.1543,1,1,601,2,0
MSH043135,Odika Sidhu,+916573634980,2022-08-18,West Bengal,1,26-35,Kitchen,24499.64,28,874.99,0.0843,1,1,500,24,0
MSH043136,Atharv Hayer,+911027830841,2022-08-15,West Bengal,3,26-35,Home Decor,4602.69,4,1150.67,0.0132,0,1,503,18,0
MSH043137,Ishwar Dhawan,00440266932,2023-02-01,Odisha,3,18-25,Fashion,15565.37,24,648.56,0.0393,1,1,333,358,1
MSH043138,Warjas Goel,5967583894,2022-10-02,Rajasthan,2,26-35,Fashion,29500.07,38,776.32,0.4072,2,1,455,12,0
MSH043139,Arjun Jani,0282553099,2022-05-18,Bihar,2,26-35,Fashion,29202.18,37,789.25,0.267,1,0,592,0,0
MSH043140,Kamya Sridhar,07813688716,2022-06-22,Bihar,2,26-35,Home Decor,8107.81,8,1013.48,0.2236,1,1,557,17,0
MSH043141,Faqid Dutt,+918360548068,2022-11-23,Madhya Pradesh,3,36-45,Beauty,12082.5,20,604.12,0.2457,1,0,403,29,0
MSH043142,Kashvi Borah,1494065164,2022-08-03,West Bengal,3,26-35,Fashion,5276.71,9,586.3,0.378,0,0,515,146,1
MSH043143,Jalsa Goda,+918323779535,2022-08-16,Tamil Nadu,2,26-35,Beauty,12867.07,17,756.89,0.0294,3,1,502,22,0
MSH043144,Aarini Munshi,07817023823,2022-04-17,Rajasthan,2,18-25,Home Decor,5994.4,3,1998.13,0.2123,0,0,623,28,0
MSH043145,Jatin Sule,+916298445229,2022-06-08,Uttar Pradesh,2,18-25,Kitchen,93573.68,72,1299.63,0.047,1,1,571,24,0
MSH043146,Ishanvi Toor,+917371573037,2022-05-16,Tamil Nadu,3,18-25,Kitchen,12300.57,17,723.56,0.1724,5,1,594,11,0
MSH043147,Damini Barad,2884221565,2022-01-30,Tamil Nadu,3,26-35,Beauty,21633.72,37,584.7,0.2867,5,1,700,7,0
MSH043148,Bahadurjit Merchant,+919928739776,2022-04-08,Maharashtra,2,18-25,Fashion,8793.77,7,1256.25,0.0436,1,1,632,26,0
MSH043149,Ekantika Deshpande,+913717129735,2023-06-07,Tamil Nadu,1,26-35,Fashion,9251.72,15,616.78,0.1414,0,0,207,6,0
MSH043150,Nikita Bhargava,5042619030,2022-12-08,Tamil Nadu,3,26-35,Kitchen,8730.6,9,970.07,0.0337,2,1,388,20,0
MSH043151,Max Ratta,+914178451653,2022-06-17,Rajasthan,2,45+,Fashion,11136.74,16,696.05,0.0999,0,1,562,15,0
MSH043152,Aarini Trivedi,+913131814494,2022-07-30,Madhya Pradesh,3,45+,Electronics,17586.65,19,925.61,0.1275,2,0,519,14,0
MSH043153,Zayyan Sidhu,+915349627686,2022-07-04,West Bengal,1,26-35,Home Decor,2540.97,4,635.24,0.1633,1,1,545,11,0
MSH043154,Ayaan Nadig,+915058767597,2023-03-08,Uttar Pradesh,3,26-35,Home Decor,5665.7,10,566.57,0.0793,3,1,298,23,0
MSH043155,Chaaya Kulkarni,2275049754,2023-02-28,Bihar,3,18-25,Fashion,33528.16,29,1156.14,0.1542,0,1,306,121,1
MSH043156,Daniel Sen,+915914191675,2022-02-08,Karnataka,3,18-25,Fashion,11862.26,16,741.39,0.1205,4,1,691,7,0
MSH043157,Vanya Chana,00258502040,2023-01-22,Gujarat,3,36-45,Fashion,8037.18,11,730.65,0.0128,2,1,343,24,0
MSH043158,Damyanti Singh,+912168864316,2023-03-27,Uttar Pradesh,2,45+,Beauty,17540.76,21,835.27,0.462,2,1,279,13,0
MSH043159,Vyanjana Mangat,01722920782,2022-04-25,Odisha,3,26-35,Home Decor,13809.2,12,1150.77,0.1227,0,0,615,188,1
MSH043160,Rachana Ranganathan,4353051378,2023-02-05,Maharashtra,3,26-35,Home Decor,20251.33,29,698.32,0.0692,1,0,329,267,1
MSH043161,Onveer Gandhi,07039122252,2022-10-31,Rajasthan,2,36-45,Fashion,12083.72,16,755.23,0.0899,2,1,426,27,0
MSH043162,Siya Basak,6670469224,2022-11-05,Maharashtra,3,36-45,Fashion,3936.1,5,787.22,0.388,0,1,421,9,0
MSH043163,Vihaan Borde,+919203566380,2022-04-13,Madhya Pradesh,3,26-35,Fashion,18598.41,22,845.38,0.3974,1,0,627,260,1
MSH043164,Balveer Dutt,5850943858,2022-04-12,West Bengal,3,26-35,Fashion,32179.22,47,684.66,0.3114,1,1,628,151,1
MSH043165,Anvi Muni,+911711875138,2022-03-31,West Bengal,2,36-45,Beauty,20894.35,27,773.86,0.0263,2,1,640,6,0
MSH043166,Janani Dugar,5566749182,2022-04-28,Madhya Pradesh,1,36-45,Kitchen,5165.95,8,645.74,0.2938,1,1,612,197,1
MSH043167,Yash Sehgal,+913869873682,2022-05-19,West Bengal,2,18-25,Beauty,41205.9,49,840.94,0.3086,3,1,591,182,1
MSH043168,Omya Rout,5825973269,2022-10-30,Rajasthan,3,18-25,Fashion,10105.29,18,561.41,0.2084,3,0,427,11,0
MSH043169,Nilima Sarraf,00673682456,2023-06-01,Odisha,3,26-35,Fashion,3326.22,3,1108.74,0.2088,0,1,213,15,0
MSH043170,Vidhi Balay,+915595263411,2022-07-28,West Bengal,3,26-35,Home Decor,72524.26,77,941.87,0.2597,1,0,521,103,1
MSH043171,Bahadurjit Bhalla,2279243770,2022-03-28,Madhya Pradesh,3,26-35,Fashion,4499.0,10,449.9,0.042,1,1,643,10,0
MSH043172,Aryan Wable,+913713633341,2022-11-15,Uttar Pradesh,1,36-45,Fashion,10529.55,8,1316.19,0.1746,3,1,411,188,1
MSH043173,Warjas Issac,+912934610679,2022-09-02,Rajasthan,1,26-35,Home Decor,10049.13,11,913.56,0.3401,1,1,485,205,1
MSH043174,Jagvi De,09750309905,2022-03-31,Gujarat,1,18-25,Fashion,16608.95,26,638.81,0.1514,2,0,640,15,0
MSH043175,Shivani Bora,+916435094963,2023-04-23,Rajasthan,3,45+,Beauty,2607.2,2,1303.6,0.0945,2,1,252,19,0
MSH043176,Kiaan Lad,+912167687835,2022-04-22,Madhya Pradesh,3,26-35,Beauty,21067.31,23,915.97,0.0955,0,1,618,26,0
MSH043177,Baljiwan Kalita,09486926419,2023-01-29,Bihar,2,26-35,Fashion,31183.89,46,677.91,0.2899,1,0,336,101,1
MSH043178,Viraj Nigam,0263580732,2022-08-28,Gujarat,2,26-35,Fashion,11437.06,19,601.95,0.3046,3,1,490,23,0
MSH043179,Oliver Manda,0953512251,2022-09-29,Madhya Pradesh,3,18-25,Kitchen,16380.38,16,1023.77,0.1753,1,0,458,10,0
MSH043180,Janani Bahri,8859613374,2022-05-23,Maharashtra,1,26-35,Home Decor,6591.66,7,941.67,0.0368,3,1,587,9,0
MSH043181,Urvashi Dani,+911862667165,2022-04-29,Uttar Pradesh,2,36-45,Kitchen,17567.18,24,731.97,0.031,2,1,611,4,0
MSH043182,Ekaraj Shere,6828343652,2022-09-08,Rajasthan,3,18-25,Beauty,15132.82,16,945.8,0.2485,0,1,479,15,0
MSH043183,Unni Dara,01427849011,2022-10-05,Maharashtra,3,45+,Fashion,35484.57,42,844.87,0.0979,4,0,452,1,0
MSH043184,Netra Konda,+914582114223,2022-06-12,Rajasthan,2,36-45,Kitchen,63100.36,76,830.27,0.2055,1,0,567,7,0
MSH043185,Dhruv Chandran,+919610582142,2022-12-16,Uttar Pradesh,1,36-45,Home Decor,7285.68,11,662.33,0.229,0,1,380,4,0
MSH043186,Ranveer Parmer,+917682127133,2022-01-31,Bihar,2,18-25,Home Decor,19298.96,19,1015.73,0.2447,2,1,699,13,0
MSH043187,Janaki Jha,7986674686,2023-04-03,Tamil Nadu,3,45+,Fashion,42196.72,53,796.16,0.3643,0,0,272,143,1
MSH043188,Harish Bedi,06278747636,2022-04-01,Rajasthan,3,45+,Electronics,19430.91,22,883.22,0.3161,3,0,639,311,1
MSH043189,Qabil Venkataraman,6695972958,2022-05-08,Madhya Pradesh,2,26-35,Fashion,24621.44,40,615.54,0.3353,0,0,602,7,0
MSH043190,Ansh Mani,07968751076,2023-05-24,Tamil Nadu,1,45+,Kitchen,11616.09,17,683.3,0.3624,2,1,221,10,0
MSH043191,Quincy Shukla,7902468005,2022-08-25,Uttar Pradesh,2,36-45,Home Decor,54865.46,67,818.89,0.3242,1,1,493,27,0
MSH043192,Teerth Pathak,5840835381,2023-06-17,Gujarat,2,36-45,Fashion,38220.85,41,932.22,0.4713,0,0,197,22,0
MSH043193,Ubika Rana,+919676801824,2022-02-20,Uttar Pradesh,2,18-25,Fashion,9108.38,10,910.84,0.1883,2,1,679,28,0
MSH043194,Kevin Palan,8170809373,2023-04-14,Bihar,2,26-35,Fashion,19822.87,39,508.28,0.3151,2,0,261,313,1
MSH043195,Faraj Krishnamurthy,00230760693,2023-01-23,Karnataka,3,45+,Home Decor,17151.25,26,659.66,0.1681,1,1,342,2,0
MSH043196,Charita Raval,02734280275,2022-03-03,Karnataka,1,26-35,Beauty,57854.86,89,650.05,0.2308,2,1,668,15,0
MSH043197,Aahana Batra,06588294032,2022-12-09,Rajasthan,3,26-35,Home Decor,9458.93,16,591.18,0.0547,2,1,387,19,0
MSH043198,Chatresh Natt,9700281533,2022-06-02,Uttar Pradesh,3,36-45,Fashion,41423.71,41,1010.33,0.1041,1,1,577,26,0
MSH043199,Dominic Sekhon,04833730122,2022-02-10,West Bengal,2,18-25,Fashion,9151.77,22,415.99,0.201,3,0,689,15,0
MSH043200,Chatura Grover,8553299284,2023-05-01,Odisha,3,26-35,Fashion,74530.32,85,876.83,0.064,2,1,244,11,0
MSH043201,Dayamai Suresh,7884897860,2023-01-17,Tamil Nadu,1,36-45,Kitchen,6478.46,11,588.95,0.3205,2,0,348,14,0
MSH043202,Ronith Srivastava,+916323796666,2022-04-06,Maharashtra,3,26-35,Beauty,5625.46,9,625.05,0.2518,1,1,634,361,1
MSH043203,Mason Pandit,04229577277,2022-10-20,West Bengal,2,36-45,Beauty,21116.0,25,844.64,0.1152,2,1,437,1,0
MSH043204,Lekha Lad,+912872031453,2022-08-23,West Bengal,3,26-35,Home Decor,10613.08,12,884.42,0.2177,3,0,495,29,0
MSH043205,Urvashi Barad,4231699077,2022-12-07,Madhya Pradesh,3,26-35,Beauty,14046.89,19,739.31,0.0919,1,1,389,24,0
MSH043206,Gautami Dutta,7397065032,2023-06-22,Karnataka,3,26-35,Home Decor,41893.05,48,872.77,0.1332,1,1,192,4,0
MSH043207,Sanaya Tara,02645239942,2022-12-16,Karnataka,2,36-45,Fashion,39880.75,38,1049.49,0.164,3,0,380,8,0
MSH043208,Chandani Jaggi,09469717822,2022-07-26,Karnataka,2,26-35,Electronics,8350.43,9,927.83,0.3085,5,1,523,17,0
MSH043209,Ikshita Bhattacharyya,+918460997705,2023-05-06,Karnataka,3,26-35,Fashion,14613.05,16,913.32,0.299,0,0,239,24,0
MSH043210,Siya Prasad,3605806289,2023-01-16,Rajasthan,3,36-45,Fashion,22222.83,18,1234.6,0.0459,3,0,349,233,1
MSH043211,Gayathri Koshy,+910328145261,2022-05-21,Rajasthan,2,18-25,Fashion,39417.12,45,875.94,0.2472,1,1,589,25,0
MSH043212,Yauvani Mukhopadhyay,+915782919871,2022-01-23,Bihar,3,26-35,Fashion,32416.8,43,753.88,0.0613,1,1,707,242,1
MSH043213,Charles Gulati,+917516843603,2022-12-30,Madhya Pradesh,3,18-25,Fashion,8256.6,9,917.4,0.5008,1,1,366,143,1
MSH043214,Nilima Mohan,7137674811,2022-05-28,Uttar Pradesh,3,26-35,Fashion,9274.61,13,713.43,0.032,0,1,582,25,0
MSH043215,Pratyush Kulkarni,3542817224,2023-05-20,Rajasthan,1,26-35,Kitchen,17944.77,17,1055.57,0.0659,1,0,225,5,0
MSH043216,Zashil Sundaram,2105471886,2022-08-06,Uttar Pradesh,1,18-25,Home Decor,13280.67,9,1475.63,0.2068,5,0,512,24,0
MSH043217,Kabir Sampath,08786911193,2023-04-27,Tamil Nadu,2,26-35,Home Decor,28562.99,34,840.09,0.0781,3,1,248,7,0
MSH043218,Chakradev Narula,+918448529591,2023-02-20,Maharashtra,3,18-25,Fashion,19308.16,26,742.62,0.1809,0,1,314,14,0
MSH043219,Nakul Buch,05073815006,2022-11-21,Uttar Pradesh,2,45+,Fashion,3099.78,6,516.63,0.296,2,1,405,260,1
MSH043220,Ranveer Puri,05316638139,2023-05-04,Uttar Pradesh,1,45+,Home Decor,9092.82,16,568.3,0.1824,0,0,241,19,0
MSH043221,Edhitha Som,05746056555,2023-02-12,Karnataka,2,45+,Home Decor,24650.89,35,704.31,0.1209,0,1,322,2,0
MSH043222,Lavanya Dhar,08190993272,2022-05-24,Karnataka,1,26-35,Beauty,15123.59,19,795.98,0.3838,0,1,586,173,1
MSH043223,Ranbir Karnik,9192234615,2022-07-30,Madhya Pradesh,2,18-25,Home Decor,15906.81,19,837.2,0.1897,0,1,519,0,0
MSH043224,Anthony Mohan,08605550715,2022-09-16,Maharashtra,2,18-25,Home Decor,15186.45,15,1012.43,0.1651,1,1,471,6,0
MSH043225,Joshua Dutta,5767245224,2022-08-15,Bihar,1,36-45,Fashion,10029.04,20,501.45,0.0203,1,1,503,22,0
MSH043226,Prisha Contractor,08830732883,2023-01-07,Odisha,3,18-25,Kitchen,11118.62,18,617.7,0.0405,2,0,358,201,1
MSH043227,Hemang Saran,+911739221554,2023-01-26,Karnataka,3,26-35,Fashion,17631.9,25,705.28,0.1949,1,0,339,17,0
MSH043228,Baghyawati Kari,00957058002,2022-03-29,Madhya Pradesh,3,26-35,Fashion,6582.06,5,1316.41,0.0814,3,1,642,14,0
MSH043229,Rushil Hayre,00402933897,2023-02-04,Gujarat,3,36-45,Kitchen,8998.92,10,899.89,0.1924,0,0,330,114,1
MSH043230,Peter Lall,9061580660,2022-11-05,Uttar Pradesh,2,26-35,Fashion,22383.74,36,621.77,0.0971,2,1,421,25,0
MSH043231,Reva Sastry,07836452858,2022-01-04,Madhya Pradesh,3,26-35,Fashion,6453.26,5,1290.65,0.1083,0,1,726,246,1
MSH043232,Gopal Ravi,+913435360430,2022-06-22,Bihar,3,26-35,Beauty,13134.63,13,1010.36,0.055,2,0,557,206,1
MSH043233,Urmi Bali,01095019463,2023-06-28,Maharashtra,2,45+,Fashion,5841.05,7,834.44,0.1095,0,0,186,27,0
MSH043234,Hema Varty,3932254268,2022-08-14,Odisha,3,26-35,Fashion,27507.25,47,585.26,0.2462,1,1,504,10,0
MSH043235,Vyanjana Banik,09613443619,2022-12-05,Karnataka,3,45+,Home Decor,14374.87,21,684.52,0.3332,2,1,391,341,1
MSH043236,Megha Chandran,09412760846,2022-07-25,Karnataka,2,18-25,Fashion,11464.42,11,1042.22,0.4916,0,0,524,27,0
MSH043237,Avni Palan,+913772943691,2022-04-12,Rajasthan,1,36-45,Fashion,5862.75,9,651.42,0.1899,0,1,628,300,1
MSH043238,Shivani Walla,+915222943191,2022-02-27,Maharashtra,3,26-35,Home Decor,16915.61,22,768.89,0.1721,2,1,672,9,0
MSH043239,Mohini Jayaraman,05095116273,2022-05-30,Tamil Nadu,3,18-25,Fashion,9383.42,12,781.95,0.1087,1,0,580,191,1
MSH043240,Zayyan Deshmukh,0657177583,2022-09-09,Bihar,3,26-35,Home Decor,23036.94,40,575.92,0.1531,3,0,478,354,1
MSH043241,Barkha Rama,0192008550,2023-04-24,Tamil Nadu,3,26-35,Home Decor,50313.66,66,762.33,0.2795,1,0,251,160,1
MSH043242,Shaurya Sura,4546913106,2023-03-04,Rajasthan,2,26-35,Beauty,20413.22,20,1020.66,0.3509,1,0,302,26,0
MSH043243,Tejas Maharaj,02125044027,2023-06-26,Odisha,3,36-45,Fashion,19369.35,29,667.91,0.3691,0,0,188,1,0
MSH043244,Ekta Solanki,+912994235076,2023-06-08,Odisha,1,45+,Electronics,11144.31,20,557.22,0.2355,3,1,206,19,0
MSH043245,Samarth Bhatti,9279698228,2023-05-06,Gujarat,2,36-45,Beauty,19860.05,23,863.48,0.1255,1,1,239,24,0
MSH043246,Anya Sarna,+919691442275,2023-06-10,Maharashtra,2,36-45,Home Decor,31215.68,45,693.68,0.1361,0,1,204,21,0
MSH043247,Gautam Randhawa,+917097888389,2022-10-19,Uttar Pradesh,3,26-35,Electronics,7477.32,5,1495.46,0.1084,2,1,438,29,0
MSH043248,Baghyawati Boase,+917240598675,2022-02-14,Bihar,3,26-35,Beauty,12556.69,14,896.91,0.2277,2,1,685,80,1
MSH043249,Simon Kapadia,2525200265,2022-07-19,Bihar,2,26-35,Fashion,8670.46,5,1734.09,0.2316,4,0,530,348,1
MSH043250,Finn Peri,0005376167,2022-01-24,Gujarat,3,45+,Electronics,37011.4,33,1121.56,0.2678,4,0,706,137,1
MSH043251,Brijesh Modi,06535745796,2023-01-22,Uttar Pradesh,3,26-35,Fashion,17108.85,19,900.47,0.1846,0,1,343,254,1
MSH043252,Pooja Khosla,+912139430461,2023-03-11,Uttar Pradesh,3,26-35,Fashion,16670.92,29,574.86,0.3036,1,1,295,121,1
MSH043253,Priya Rout,9736997763,2022-08-30,Rajasthan,1,26-35,Home Decor,18944.5,29,653.26,0.1403,2,1,488,16,0
MSH043254,Nidhi Chahal,02656385798,2022-07-22,Uttar Pradesh,2,36-45,Fashion,10128.41,14,723.46,0.1029,3,1,527,29,0
MSH043255,Maya Peri,+913004745765,2022-08-25,Rajasthan,2,18-25,Kitchen,17711.99,24,738.0,0.3239,1,1,493,69,1
MSH043256,Omisha Narasimhan,8800944816,2022-10-21,Maharashtra,3,45+,Kitchen,11438.53,12,953.21,0.2662,0,0,436,342,1
